编号,名称,规格,单位,单价,含量,主材标记,材料号,材料类别,是否有明细,,,
7B-2,碳钢电焊条结422φ3.2,,kg,0.47,0.56,,,2,,,,
7B-2,尼龙砂轮片φ100,,片,0.19,0.22,,,2,,,,
7B-2,电,,kW·h,0.139,0.139,,,2,,,,
7B-2,其他材料,,%,1,1,,,2,,,,
7B-2,电焊机综合,,台班,0.06,0.06,,,3,,,,
7B-3,综合用工二类,,工日,2.042,2.71,,,1,,,,
7B-3,分(集)水器,,个,1,1,*,,5,,,,
7B-3,碳钢电焊条结422φ3.2,,kg,0.47,0.61,,,2,,,,
7B-3,尼龙砂轮片φ100,,片,0.19,0.24,,,2,,,,
7B-3,电,,kW·h,0.139,0.139,,,2,,,,
7B-3,其他材料,,%,1,1,,,2,,,,
7B-3,电焊机综合,,台班,0.06,0.07,,,3,,,,
7B-4,综合用工二类,,工日,2.042,2.832,,,1,,,,
7B-4,分(集)水器,,个,1,1,*,,5,,,,
7B-4,碳钢电焊条结422φ3.2,,kg,0.47,0.9,,,2,,,,
7B-4,尼龙砂轮片φ100,,片,0.19,0.36,,,2,,,,
7B-4,电,,kW·h,0.139,1.251,,,2,,,,
7B-4,其他材料,,%,1,1,,,2,,,,
7B-4,电焊机综合,,台班,0.06,0.9,,,3,,,,
7B-5,综合用工二类,,工日,26.668,26.668,,,1,,,,
7B-5,不锈钢板δ2,,m2,10.8,10.8,*,,5,,,,
7B-5,不锈钢电焊条奥102φ<2.5,,kg,8.23,8.23,,,2,,,,
7B-5,铁砂布0~2#,,张,26,26,,,2,,,,
7B-5,石油沥青油毡350#,,m2,1.01,1.01,,,2,,,,
7B-5,硝酸纯度98%,,kg,5.53,5.53,,,2,,,,
7B-5,煤油,,kg,1.95,1.95,,,2,,,,
7B-5,钢锯条,,根,26,26,,,2,,,,
7B-5,钢板δ0.5,,m2,0.1,0.1,,,2,,,,
7B-5,大白粉,,kg,3,3,,,2,,,,
7B-5,棉纱头,,kg,1.3,1.3,,,2,,,,
7B-5,直流电焊机20kw,,台班,6.83,6.83,,,3,,,,
7B-5,卷板机板厚×宽度20×1600mm,,台班,1.49,1.49,,,3,,,,
7B-5,剪板机厚度×宽度6.3×2000mm,,台班,1.49,1.49,,,3,,,,
7B-6,综合用工二类,,工日,26.668,8.842,,,1,,,,
7B-6,不锈钢电焊条奥102φ<2.5,,kg,8.23,2.76,,,2,,,,
7B-6,铁砂布0~2#,,张,26,6,,,2,,,,
7B-6,硝酸纯度98%,,kg,5.53,1.28,,,2,,,,
7B-6,煤油,,kg,1.95,0.45,,,2,,,,
7B-6,钢锯条,,根,26,6,,,2,,,,
7B-6,大白粉,,kg,3,1,,,2,,,,
7B-6,棉纱头,,kg,1.3,0.3,,,2,,,,
7B-7,综合用工二类,,工日,26.668,19.59,,,1,,,,
7B-7,不锈钢板δ2,,m2,10.8,10.8,*,,5,,,,
7B-7,不锈钢电焊条奥102φ<2.5,,kg,8.23,6.73,,,2,,,,
7B-7,铁砂布0~2#,,张,26,26,,,2,,,,
7B-7,石油沥青油毡350#,,m2,1.01,1.01,,,2,,,,
7B-7,硝酸纯度98%,,kg,5.53,5.53,,,2,,,,
7B-7,煤油,,kg,1.95,1.95,,,2,,,,
7B-7,钢锯条,,根,26,26,,,2,,,,
7B-7,钢板δ0.5,,m2,0.1,0.1,,,2,,,,
7B-7,大白粉,,kg,3,3,,,2,,,,
7B-7,棉纱头,,kg,1.3,1.3,,,2,,,,
7B-7,直流电焊机20kw,,台班,6.83,5.62,,,3,,,,
7B-7,卷板机板厚×宽度20×1600mm,,台班,1.49,0.96,,,3,,,,
7B-7,剪板机厚度×宽度6.3×2000mm,,台班,1.49,0.96,,,3,,,,
7B-8,综合用工二类,,工日,26.668,6.542,,,1,,,,
7B-8,不锈钢电焊条奥102φ<2.5,,kg,8.23,2.21,,,2,,,,
7B-8,铁砂布0~2#,,张,26,6,,,2,,,,
7B-8,硝酸纯度98%,,kg,5.53,1.28,,,2,,,,
7B-8,煤油,,kg,1.95,0.45,,,2,,,,
7B-8,钢锯条,,根,26,6,,,2,,,,
7B-8,大白粉,,kg,3,1,,,2,,,,
7B-8,棉纱头,,kg,1.3,0.3,,,2,,,,
7B-9,综合用工二类,,工日,26.668,13.722,,,1,,,,
7B-9,不锈钢板δ2,,m2,10.8,10.8,*,,5,,,,
7B-9,不锈钢电焊条奥102φ<2.5,,kg,8.23,6.12,,,2,,,,
7B-9,铁砂布0~2#,,张,26,19.5,,,2,,,,
7B-9,石油沥青油毡350#,,m2,1.01,1.11,,,2,,,,
7B-9,硝酸纯度98%,,kg,5.53,4,,,2,,,,
7B-9,煤油,,kg,1.95,1.95,,,2,,,,
7B-9,钢锯条,,根,26,21,,,2,,,,
7B-9,钢板δ0.5,,m2,0.1,0.1,,,2,,,,
7B-9,大白粉,,kg,3,3,,,2,,,,
7B-9,棉纱头,,kg,1.3,1.3,,,2,,,,
7B-9,直流电焊机20kw,,台班,6.83,4.84,,,3,,,,
7B-9,卷板机板厚×宽度20×1600mm,,台班,1.49,0.68,,,3,,,,
7B-9,剪板机厚度×宽度6.3×2000mm,,台班,1.49,0.68,,,3,,,,
7B-10,综合用工二类,,工日,26.668,4.71,,,1,,,,
7B-10,不锈钢电焊条奥102φ<2.5,,kg,8.23,2.03,,,2,,,,
7B-10,铁砂布0~2#,,张,26,3.582,,,2,,,,
7B-10,硝酸纯度98%,,kg,5.53,1,,,2,,,,
7B-10,煤油,,kg,1.95,0.45,,,2,,,,
7B-10,钢锯条,,根,26,5,,,2,,,,
7B-10,大白粉,,kg,3,1,,,2,,,,
7B-10,棉纱头,,kg,1.3,0.3,,,2,,,,
7B-11,综合用工二类,,工日,11.353,11.353,,,1,,,,
7B-11,不锈钢板δ3,,㎡,10.8,10.8,*,,5,,,,
7B-11,不锈钢电焊条奥102φ3.2,,kg,11.02,11.02,,,2,,,,
7B-11,铁砂布0~2#,,张,19.5,19.5,,,2,,,,
7B-11,石油沥青油毡350#,,㎡,1.21,1.21,,,2,,,,
7B-11,硝酸纯度98%,,kg,4,4,,,2,,,,
7B-11,煤油,,kg,1.95,1.95,,,2,,,,
7B-11,钢锯条,,根,21,21,,,2,,,,
7B-11,钢板δ0.5,,㎡,0.15,0.15,,,2,,,,
7B-11,大白粉,,kg,3,3,,,2,,,,
7B-11,棉纱头,,kg,1.3,1.3,,,2,,,,
7B-11,直流电焊机20kw,,台班,5.04,5.04,,,3,,,,
7B-11,卷板机板厚×宽度20×1600mm,,台班,0.55,0.55,,,3,,,,
7B-11,剪板机厚度×宽度6.3×2000mm,,台班,0.55,0.55,,,3,,,,
7B-12,综合用工二类,,工日,11.353,4.042,,,1,,,,
7B-12,不锈钢电焊条奥102φ3.2,,kg,11.02,3.68,,,2,,,,
7B-12,铁砂布0~2#,,张,19.5,4.5,,,2,,,,
7B-12,硝酸纯度98%,,kg,4,1,,,2,,,,
7B-12,煤油,,kg,1.95,0.45,,,2,,,,
7B-12,钢锯条,,根,21,5,,,2,,,,
7B-12,大白粉,,kg,3,1,,,2,,,,
7B-12,棉纱头,,kg,1.3,0.3,,,2,,,,
7B-13,综合用工二类,,工日,11.353,9.615,,,1,,,,
7B-13,不锈钢板δ3,,㎡,10.8,10.8,*,,5,,,,
7B-13,不锈钢电焊条奥102φ3.2,,kg,11.02,10.25,,,2,,,,
7B-13,铁砂布0~2#,,张,19.5,19.5,,,2,,,,
7B-13,石油沥青油毡350#,,㎡,1.21,1.21,,,2,,,,
7B-13,硝酸纯度98%,,kg,4,4,,,2,,,,
7B-13,煤油,,kg,1.95,1.95,,,2,,,,
7B-13,钢锯条,,根,21,21,,,2,,,,
7B-13,钢板δ0.5,,㎡,0.15,0.15,,,2,,,,
7B-13,大白粉,,kg,3,3,,,2,,,,
7B-13,棉纱头,,kg,1.3,1.3,,,2,,,,
7B-13,直流电焊机20kw,,台班,5.04,3.08,,,3,,,,
7B-13,卷板机板厚×宽度20×1600mm,,台班,0.55,0.3,,,3,,,,
7B-13,剪板机厚度×宽度6.3×2000mm,,台班,0.55,0.3,,,3,,,,
7B-14,综合用工二类,,工日,11.353,3.21,,,1,,,,
7B-14,不锈钢电焊条奥102φ3.2,,kg,11.02,3.39,,,2,,,,
7B-14,铁砂布0~2#,,张,19.5,4.5,,,2,,,,
7B-14,硝酸纯度98%,,kg,4,1,,,2,,,,
7B-14,煤油,,kg,1.95,0.45,,,2,,,,
7B-14,钢锯条,,根,21,5,,,2,,,,
7B-14,大白粉,,kg,3,1,,,2,,,,
7B-14,棉纱头,,kg,1.3,0.3,,,2,,,,
7B-15,综合用工二类,,工日,55.2,55.2,,,1,,,,
7B-15,不锈钢丝网φ1×10×10,,m2,22.2,22.2,*,,5,,,,
7B-15,不锈钢板0Cr18Ni9Tiδ<8,,kg,82.08,82.08,,,2,,,,
7B-15,不锈钢电焊条奥102φ3.2,,kg,1.4,1.4,,,2,,,,
7B-15,直流电焊机20kw,,台班,1.4,1.4,,,3,,,,
7B-15,台式钻床钻孔直径16mm,,台班,8.5,8.5,,,3,,,,
7B-15,剪板机厚度×宽度6.3×2000mm,,台班,1.4,1.4,,,3,,,,
7B-16,综合用工二类,,工日,55.2,3.9,,,1,,,,
7B-16,不锈钢板0Cr18Ni9Tiδ<8,,kg,82.08,235,,,2,,,,
7B-16,不锈钢电焊条奥102φ3.2,,kg,1.4,6.3,,,2,,,,
7B-16,不锈钢氩弧焊丝1Cr18Ni9Tiφ3,,kg,0,2.7,,,2,,,,
7B-16,不锈钢六角带帽螺栓M6×50,,10套,0,18,,,2,,,,
7B-16,氩气,,m3,0,6.3,,,2,,,,
7B-16,耐酸橡胶板δ3,,kg,0,6.8,,,2,,,,
7B-16,直流电焊机20kw,,台班,1.4,3.2,,,3,,,,
7B-16,台式钻床钻孔直径16mm,,台班,8.5,0.9,,,3,,,,
7B-16,氩弧焊机电流500A,,台班,0,4.1,,,3,,,,
7B-16,普通车床工件直径400×工件长度1000mm,,台班,0,11.3,,,3,,,,
7B-17,综合用工二类,,工日,55.2,1.753,,,1,,,,
7B-17,不锈钢板0Cr18Ni9Tiδ<8,,kg,82.08,243.8,,,2,,,,
7B-17,不锈钢电焊条奥102φ3.2,,kg,1.4,3.1,,,2,,,,
7B-17,不锈钢氩弧焊丝1Cr18Ni9Tiφ3,,kg,0,1.8,,,2,,,,
7B-17,氩气,,m3,0,3.3,,,2,,,,
7B-17,耐酸橡胶板δ3,,kg,0,3.8,,,2,,,,
7B-17,不锈钢六角带帽螺栓M8×50,,10套,0,6.37,,,2,,,,
7B-17,直流电焊机20kw,,台班,1.4,1.2,,,3,,,,
7B-17,氩弧焊机电流500A,,台班,0,1.6,,,3,,,,
7B-17,立式钻床钻孔直径35mm,,台班,0,1.4,,,3,,,,
7B-17,普通车床工件直径630×工件长度1400mm,,台班,0,2.3,,,3,,,,
7B-17,等离子切割机电流400A,,台班,0,1,,,3,,,,
7B-18,综合用工二类,,工日,55.2,3.7,,,1,,,,
7B-18,不锈钢电焊条奥102φ3.2,,kg,1.4,0.4,,,2,,,,
7B-18,不锈钢六角带帽螺栓M8×50,,10套,0,2.32,,,2,,,,
7B-18,不锈钢扁钢综合,,kg,0,20.5,,,2,,,,
7B-18,角钢∠60,,kg,0,63,,,2,,,,
7B-18,镀锌扁钢<-59,,kg,0,20.5,,,2,,,,
7B-18,不锈钢垫圈M10~12,,10个,0,4.63,,,2,,,,
7B-18,乙炔气,,kg,0,2.13,,,2,,,,
7B-18,氧气,,m3,0,5.96,,,2,,,,
7B-18,直流电焊机20kw,,台班,1.4,0.3,,,3,,,,
7B-18,台式钻床钻孔直径16mm,,台班,8.5,0.2,,,3,,,,
7B-19,综合用工二类,,工日,0.137,0.137,,,1,,,,
7B-19,不锈钢软接头,,个,10.1,10.1,*,,5,,,,
7B-19,聚四氟乙烯生料带宽20,,m,0.552,0.552,,,2,,,,
7B-19,其他材料,,%,1,1,,,2,,,,
7B-20,综合用工二类,,工日,0.137,0.137,,,1,,,,
7B-20,不锈钢软接头,,个,10.1,10.1,*,,5,,,,
7B-20,聚四氟乙烯生料带宽20,,m,0.552,0.68,,,2,,,,
7B-20,其他材料,,%,1,1,,,2,,,,
7B-21,综合用工二类,,工日,0.137,0.163,,,1,,,,
7B-21,不锈钢软接头,,个,10.1,10.1,*,,5,,,,
7B-21,聚四氟乙烯生料带宽20,,m,0.552,0.856,,,2,,,,
7B-21,其他材料,,%,1,1,,,2,,,,
7B-22,综合用工二类,,工日,0.137,0.195,,,1,,,,
7B-22,不锈钢软接头,,个,10.1,10.1,*,,5,,,,
7B-22,聚四氟乙烯生料带宽20,,m,0.552,1.056,,,2,,,,
7B-22,其他材料,,%,1,1,,,2,,,,
7B-23,综合用工二类,,工日,0.089,0.089,,,1,,,,
7B-23,塑料软接头,,个,10.1,10.1,*,,5,,,,
7B-23,聚四氟乙烯生料带宽20,,m,0.552,0.552,,,2,,,,
7B-23,其他材料,,%,1,1,,,2,,,,
7B-24,综合用工二类,,工日,0.089,0.089,,,1,,,,
7B-24,塑料软接头,,个,10.1,10.1,*,,5,,,,
7B-24,聚四氟乙烯生料带宽20,,m,0.552,0.68,,,2,,,,
7B-24,其他材料,,%,1,1,,,2,,,,
7B-25,综合用工二类,,工日,0.089,0.111,,,1,,,,
7B-25,塑料软接头,,个,10.1,10.1,*,,5,,,,
7B-25,聚四氟乙烯生料带宽20,,m,0.552,0.856,,,2,,,,
7B-25,其他材料,,%,1,1,,,2,,,,
7B-26,综合用工二类,,工日,0.089,0.132,,,1,,,,
7B-26,塑料软接头,,个,10.1,10.1,*,,5,,,,
7B-26,聚四氟乙烯生料带宽20,,m,0.552,1.056,,,2,,,,
7B-26,其他材料,,%,1,1,,,2,,,,
